[QUOTE_UNIXTIME], [QUOTE_READTIME], [QUOTE_DATE], [QUOTE_TIME_HOURS], [INSTRUMENT_NAME], [BASE_CURRENCY], [CONTRACT_SIZE], [UNDERLYING_INDEX], [UNDERLYING_PRICE], [EXPIRY_DATE], [EXPIRY_UNIX], [EXPIRY_TIME], [DTE], [OPTION_RIGHT], [STRIKE], [BID_SIZE], [BID_PRICE], [ASK_PRICE], [ASK_SIZE], [OPEN_INTEREST], [VOLUME], [DELTA], [GAMMA], [VEGA], [THETA], [RHO], [MARK_IV], [STRIKE_DISTANCE_PCT]
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-30000-C, BTC, 1.000000, SYN.BTC-1FEB22, 38582.780000, 2022-02-01, 1643702400, 3.000000, 0.124490, call, 30000.000000, 1.000000, 0.000500, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000000, 0.000000, 0.102740, 117.750000, 0.222480
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-30000-P, BTC, 1.000000, SYN.BTC-1FEB22, 38584.360000, 2022-02-01, 1643702400, 3.000000, 0.124490, put, 30000.000000, 0.000000, 0.000000, 0.000500, 28.000000, 1.000000, , 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 117.750000, 0.222460
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-32000-C, BTC, 1.000000, SYN.BTC-1FEB22, 38581.790000, 2022-02-01, 1643702400, 3.000000, 0.124490, call, 32000.000000, 1.000000, 0.000500, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000000, 0.000000, 0.109590, 117.750000, 0.170620
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-32000-P, BTC, 1.000000, SYN.BTC-1FEB22, 38582.800000, 2022-02-01, 1643702400, 3.000000, 0.124490, put, 32000.000000, 0.000000, 0.000000, 0.000500, 28.000000, 0.000000, , 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 117.750000, 0.170640
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-33000-C, BTC, 1.000000, SYN.BTC-1FEB22, 38582.730000, 2022-02-01, 1643702400, 3.000000, 0.124490, call, 33000.000000, 1.000000, 0.000500, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000000, 0.000000, 0.113010, 116.310000, 0.144720
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-33000-P, BTC, 1.000000, SYN.BTC-1FEB22, 38581.910000, 2022-02-01, 1643702400, 3.000000, 0.124490, put, 33000.000000, 0.000000, 0.000000, 0.000500, 26.000000, 22.200000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 116.310000, 0.144700
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-34000-C, BTC, 1.000000, SYN.BTC-1FEB22, 38581.890000, 2022-02-01, 1643702400, 3.000000, 0.124490, call, 34000.000000, 1.000000, 0.000500, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000000, 0.000000, 0.116440, 113.070000, 0.118780
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-34000-P, BTC, 1.000000, SYN.BTC-1FEB22, 38583.190000, 2022-02-01, 1643702400, 3.000000, 0.124490, put, 34000.000000, 0.000000, 0.000000, 0.000500, 43.600000, 26.600000, 10.600000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 113.070000, 0.118810
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-35000-C, BTC, 1.000000, SYN.BTC-1FEB22, 38581.890000, 2022-02-01, 1643702400, 3.000000, 0.124490, call, 35000.000000, 1.000000, 0.000500, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000050, -0.003000, 0.119860, 113.070000, 0.092870
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-35000-P, BTC, 1.000000, SYN.BTC-1FEB22, 38582.970000, 2022-02-01, 1643702400, 3.000000, 0.124490, put, 35000.000000, 0.000000, 0.000000, 0.000500, 27.000000, 54.000000, 29.200000, 0.000000, 0.000000, 0.000050, -0.000250, 0.000000, 113.070000, 0.092890
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-36000-C, BTC, 1.000000, SYN.BTC-1FEB22, 38584.450000, 2022-02-01, 1643702400, 3.000000, 0.124490, call, 36000.000000, 1.000000, 0.000500, 0.000000, 0.000000, 3.300000, 0.600000, 0.999710, 0.000000, 0.007630, -0.417500, 0.122560, 109.500000, 0.067010
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-36000-P, BTC, 1.000000, SYN.BTC-1FEB22, 38582.770000, 2022-02-01, 1643702400, 3.000000, 0.124490, put, 36000.000000, 0.000000, 0.000000, 0.000500, 56.000000, 118.500000, 109.100000, -0.000300, 0.000000, 0.007960, -0.060730, -0.000040, 109.500000, 0.066970
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-37000-C, BTC, 1.000000, SYN.BTC-1FEB22, 38582.860000, 2022-02-01, 1643702400, 3.000000, 0.124490, call, 37000.000000, 0.200000, 0.036000, 0.049000, 1.300000, 58.300000, 74.800000, 0.996130, 0.000020, 0.082090, -3.499040, 0.126200, 85.240000, 0.041060
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-37000-P, BTC, 1.000000, SYN.BTC-1FEB22, 38583.190000, 2022-02-01, 1643702400, 3.000000, 0.124490, put, 37000.000000, 0.000000, 0.000000, 0.000500, 3.500000, 224.500000, 138.700000, -0.003860, 0.000020, 0.081980, -0.730340, -0.000510, 85.240000, 0.041060
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-38000-C, BTC, 1.000000, SYN.BTC-1FEB22, 38582.800000, 2022-02-01, 1643702400, 3.000000, 0.124490, call, 38000.000000, 10.100000, 0.014500, 0.016500, 4.000000, 103.200000, 138.400000, 0.888050, 0.000390, 1.359600, -46.210340, 0.115250, 67.980000, 0.015130
1643691644, 2022-02-01 00:00, 2022-02-01, 0.000000, BTC-1FEB22-38000-P, BTC, 1.000000, SYN.BTC-1FEB22, 38583.810000, 2022-02-01, 1643702400, 3.000000, 0.124490, put, 38000.000000, 1.000000, 0.000500, 0.001000, 20.000000, 105.400000, 153.800000, -0.111310, 0.000390, 1.350300, -26.218480, -0.014720, 68.090000, 0.015170
