[QUOTE_UNIXTIME], [QUOTE_READTIME], [QUOTE_DATE], [QUOTE_TIME_HOURS], [INSTRUMENT_NAME], [BASE_CURRENCY], [CONTRACT_SIZE], [UNDERLYING_INDEX], [UNDERLYING_PRICE], [EXPIRY_DATE], [EXPIRY_UNIX], [EXPIRY_TIME], [DTE], [OPTION_RIGHT], [STRIKE], [BID_SIZE], [BID_PRICE], [ASK_PRICE], [ASK_SIZE], [OPEN_INTEREST], [VOLUME], [DELTA], [GAMMA], [VEGA], [THETA], [RHO], [MARK_IV], [STRIKE_DISTANCE_PCT]
1646110851, 2022-03-01 00:00, 2022-03-01, 0.000000, BTC-1MAR22-30000-C, BTC, 1.000000, SYN.BTC-1MAR22, 43366.350000, 2022-03-01, 1646121600, 3.000000, 0.124410, call, 30000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000000, 0.000000, 0.102740, 154.870000, 0.308400
1646110851, 2022-03-01 00:00, 2022-03-01, 0.000000, BTC-1MAR22-30000-P, BTC, 1.000000, SYN.BTC-1MAR22, 43410.010000, 2022-03-01, 1646121600, 3.000000, 0.124410, put, 30000.000000, 0.000000, 0.000000, 0.000500, 18.000000, 0.000000, , 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 154.870000, 0.308900
1646110851, 2022-03-01 00:00, 2022-03-01, 0.000000, BTC-1MAR22-32000-C, BTC, 1.000000, SYN.BTC-1MAR22, 43414.720000, 2022-03-01, 1646121600, 3.000000, 0.124410, call, 32000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000000, 0.000000, 0.108980, 154.730000, 0.262970
1646110851, 2022-03-01 00:00, 2022-03-01, 0.000000, BTC-1MAR22-32000-P, BTC, 1.000000, SYN.BTC-1MAR22, 43403.820000, 2022-03-01, 1646121600, 3.000000, 0.124410, put, 32000.000000, 0.000000, 0.000000, 0.000500, 18.000000, 21.400000, , 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 154.730000, 0.262700
1646110851, 2022-03-01 00:00, 2022-03-01, 0.000000, BTC-1MAR22-33000-C, BTC, 1.000000, SYN.BTC-1MAR22, 43394.170000, 2022-03-01, 1646121600, 3.000000, 0.124410, call, 33000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000000, 0.000000, 0.113010, 154.720000, 0.239630
1646110851, 2022-03-01 00:00, 2022-03-01, 0.000000, BTC-1MAR22-33000-P, BTC, 1.000000, SYN.BTC-1MAR22, 43412.000000, 2022-03-01, 1646121600, 3.000000, 0.124410, put, 33000.000000, 0.000000, 0.000000, 0.000500, 18.000000, 2.600000, , 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 154.720000, 0.239870
1646110851, 2022-03-01 00:00, 2022-03-01, 0.000000, BTC-1MAR22-34000-C, BTC, 1.000000, SYN.BTC-1MAR22, 43413.210000, 2022-03-01, 1646121600, 3.000000, 0.124410, call, 34000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000000, 0.000000, 0.116440, 154.720000, 0.216870
1646110851, 2022-03-01 00:00, 2022-03-01, 0.000000, BTC-1MAR22-34000-P, BTC, 1.000000, SYN.BTC-1MAR22, 43366.130000, 2022-03-01, 1646121600, 3.000000, 0.124410, put, 34000.000000, 0.000000, 0.000000, 0.000500, 18.000000, 21.900000, 16.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 154.720000, 0.215980
1646110851, 2022-03-01 00:00, 2022-03-01, 0.000000, BTC-1MAR22-35000-C, BTC, 1.000000, SYN.BTC-1MAR22, 43407.450000, 2022-03-01, 1646121600, 3.000000, 0.124410, call, 35000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 1.000000, 0.000000, 0.000000, 0.000000, 0.119200, 154.240000, 0.193720
1646110851, 2022-03-01 00:00, 2022-03-01, 0.000000, BTC-1MAR22-35000-P, BTC, 1.000000, SYN.BTC-1MAR22, 43414.130000, 2022-03-01, 1646121600, 3.000000, 0.124410, put, 35000.000000, 0.000000, 0.000000, 0.000500, 18.100000, 82.300000, 46.800000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 154.240000, 0.193870
