dates,price
3/25/2023,27616.6
3/26/2023,27538
3/27/2023,27915.11
3/28/2023,26968.2
3/29/2023,27382.2
3/30/2023,28490.9
3/31/2023,28184.3
4/1/2023,28549.2
4/2/2023,28470.5
4/3/2023,27757.1
4/4/2023,27860.8
4/5/2023,28546
4/6/2023,28137.8
4/7/2023,28052
4/8/2023,28040.3
4/9/2023,28045.4
4/10/2023,28293.6
4/11/2023,30136.5
4/12/2023,29950.2
4/13/2023,30118.5
4/14/2023,30725.1
4/15/2023,30402.9
4/16/2023,30254.1
4/17/2023,29990.6
4/18/2023,29480.1
4/19/2023,30226.07
4/20/2023,28874
4/21/2023,28323.5
4/22/2023,27320.07
4/23/2023,27573
4/24/2023,27791.17
4/25/2023,27347.69
4/26/2023,28314
4/27/2023,28897.49
4/28/2023,29433.72
4/29/2023,29369.65
4/30/2023,29197.94
5/1/2023,28589
5/2/2023,28043.64
5/3/2023,28532.82
5/4/2023,29109.53
5/5/2023,29210.5
5/6/2023,29389.21
5/7/2023,28854.5
5/8/2023,28244
5/9/2023,27647.08
5/10/2023,27698.02
5/11/2023,27463.77
5/12/2023,26623
5/13/2023,26821.56
5/14/2023,26879.33
5/15/2023,27244.85
5/16/2023,27131.3
5/17/2023,27101
5/18/2023,27366.09
5/19/2023,26871
5/20/2023,26873.78
5/21/2023,27195
5/22/2023,26665
5/23/2023,27403
5/24/2023,26804
5/25/2023,26192
5/26/2023,26438.89
5/27/2023,26761.57
5/28/2023,27211
5/29/2023,27964.69
5/30/2023,27842.19
5/31/2023,27661.33
6/1/2023,26783.47
6/2/2023,27001.01
6/3/2023,27149
6/4/2023,27067.32
6/5/2023,26852.67
6/6/2023,25742
6/7/2023,26910.06
6/8/2023,26348.06
6/9/2023,26507
6/10/2023,26325
6/11/2023,25742.79
6/12/2023,25797.82
6/13/2023,26058.7
6/14/2023,26001
6/15/2023,25050.13
6/16/2023,25532.29
6/17/2023,26247.38
6/18/2023,26532.92
6/19/2023,26393.69
6/20/2023,26889.08
6/21/2023,28706.44
6/22/2023,30318
6/23/2023,30039
6/24/2023,30728
6/25/2023,30763.09
6/26/2023,30316
6/27/2023,30375.82
6/28/2023,30455.92
6/29/2023,30163.8
6/30/2023,30738.65
7/1/2023,30390.5
7/2/2023,30509.65
7/3/2023,30757
7/4/2023,31201.68
7/5/2023,30872.11
7/6/2023,30503.8
7/7/2023,30143.7
7/8/2023,30300
7/9/2023,30302.3
7/10/2023,30168.6
7/11/2023,30479.34
7/12/2023,30593.76
7/13/2023,30297.4
7/14/2023,31469.11
7/15/2023,30300
7/16/2023,30200.82
7/17/2023,30317.93
7/18/2023,30078.9
7/19/2023,30080.1
7/20/2023,29949.7
7/21/2023,29902.1
7/22/2023,29919.2
7/23/2023,29849.85
7/24/2023,29701.1
7/25/2023,29109
7/26/2023,29240.1
7/27/2023,29403.57
7/28/2023,29245
7/29/2023,29373.8
7/30/2023,29315.1
7/31/2023,29423.95
8/1/2023,28826.54
8/2/2023,29615.7
8/3/2023,29136.6
8/4/2023,29142.35
8/5/2023,29045.3
8/6/2023,29030
8/7/2023,29107.97
8/8/2023,29158.2
8/9/2023,29702.5
8/10/2023,29552.3
8/11/2023,29372
8/12/2023,29368.5
8/13/2023,29399.1
8/14/2023,29363.26
8/15/2023,29356.5
8/16/2023,29188.24
8/17/2023,28624.47
8/18/2023,26397.82
8/19/2023,25948.4
8/20/2023,26111.2
8/21/2023,26077
8/22/2023,26031
8/23/2023,25982.5
8/24/2023,26430
8/25/2023,26081.3
8/26/2023,26064.2
8/27/2023,26008.5
8/28/2023,25998.47
8/29/2023,26072.2
8/30/2023,27394.9
8/31/2023,27210.02
9/1/2023,26070.59
9/2/2023,25787.9
9/3/2023,25860.3
9/4/2023,26000.4
9/5/2023,25673.3
9/6/2023,25767.99
9/7/2023,25800
9/8/2023,26246.28
9/9/2023,25873.3
9/10/2023,25853.34
9/11/2023,25735.1
9/12/2023,25787.2
9/13/2023,25873.8
9/14/2023,26273.5
9/15/2023,26630.1
9/16/2023,26638.5
9/17/2023,26531.7
9/18/2023,26665.41
9/19/2023,26827.54
9/20/2023,27122.51
9/21/2023,27057
9/22/2023,26619
9/23/2023,26543.1
9/24/2023,26574.6
9/25/2023,26156
9/26/2023,26374
9/27/2023,26264.3
9/28/2023,26395
9/29/2023,26961.6
9/30/2023,26914.4
10/1/2023,27051.23
10/2/2023,28162
10/3/2023,27601
10/4/2023,27431.14
10/5/2023,27665.2
10/6/2023,27569.06
10/7/2023,27923.7
10/8/2023,28084.2
10/9/2023,27950
10/10/2023,27633.2
10/11/2023,27027
10/12/2023,26838.33
10/13/2023,26773.95
10/14/2023,26934.8
10/15/2023,26886.7
10/16/2023,27240
10/17/2023,28282.5
10/18/2023,28532
10/19/2023,28263.26
10/20/2023,29247.9
10/21/2023,29613
10/22/2023,29917.5
10/23/2023,30745.61
10/24/2023,34050.1
10/25/2023,34006.79
10/26/2023,34809.99
10/27/2023,34121.61
10/28/2023,34066.2
10/29/2023,33978.01
10/30/2023,34279.02
10/31/2023,34242.6
11/1/2023,34454
11/2/2023,35600.1
11/3/2023,34692
11/4/2023,34725
11/5/2023,35269.6
11/6/2023,34996.1
11/7/2023,34932.2
11/8/2023,35285.9
11/9/2023,36456.94
11/10/2023,36744.01
11/11/2023,37072.1
11/12/2023,36982.3
11/13/2023,36948.29
11/14/2023,36478.4
11/15/2023,35392.53
11/16/2023,37473.35
11/17/2023,36492.9
11/18/2023,36384
11/19/2023,36544.1
11/20/2023,37135
11/21/2023,37504.8
11/22/2023,36387.88
11/23/2023,37332.8
11/24/2023,37326.58
11/25/2023,37820.9
11/26/2023,37721
11/27/2023,37318.64
11/28/2023,37138.3
11/29/2023,37967.97
11/30/2023,38056.75
12/1/2023,38056.17
12/2/2023,38798
12/3/2023,39390.7
12/4/2023,40654
12/5/2023,41822.4
12/6/2023,43741
12/7/2023,43936.13
12/8/2023,43376.8
12/9/2023,44163.2
12/10/2023,43850.57
12/11/2023,42312.54
12/12/2023,41724.8
12/13/2023,40863
12/14/2023,42721.4
12/15/2023,42800.41
12/16/2023,42329.8
12/17/2023,41880.71
12/18/2023,41065.35
12/19/2023,43058.3
12/20/2023,42402.6
12/21/2023,43669.1
12/22/2023,44022.3
12/23/2023,43556.1
12/24/2023,43856.5
12/25/2023,43166.61
12/26/2023,43457.9
12/27/2023,42242.35
12/28/2023,43448.05
12/29/2023,42720.2
12/30/2023,41979.2
12/31/2023,42162.29
1/1/2024,42325.1
1/2/2024,45476.27
1/3/2024,45289.08
1/4/2024,43144.1
1/5/2024,43509.15
1/6/2024,43973.32
1/7/2024,43971.1
1/8/2024,43542.92
1/9/2024,46967.4
1/10/2024,46130.57
1/11/2024,46513.67
1/12/2024,46000.87
1/13/2024,42600.49
1/14/2024,42670.2
1/15/2024,42552.73
1/16/2024,42884.73
1/17/2024,42832.69
1/18/2024,42543.28
1/19/2024,41002.91
1/20/2024,41603
1/21/2024,41765
1/22/2024,41255
1/23/2024,39971.83
1/24/2024,39569.9
1/25/2024,40010
1/26/2024,40071.5
1/27/2024,41824.6
1/28/2024,42222
1/29/2024,42359.3
1/30/2024,43505
1/31/2024,42936.5
2/1/2024,42011
2/2/2024,43052
2/3/2024,43168.3
2/4/2024,43034
2/5/2024,42678.84
2/6/2024,42800.34
2/7/2024,42774.75
2/8/2024,44537.77
2/9/2024,46055.29
2/10/2024,47409.1
2/11/2024,48542.39
2/12/2024,48168.7
2/13/2024,49819.25
2/14/2024,50772.74
2/15/2024,52024.1
2/16/2024,51860.19
2/17/2024,51755.6
2/18/2024,51806.4
2/19/2024,52130.4
2/20/2024,51770.69
2/21/2024,51659.9
2/22/2024,51900
2/23/2024,50953.5
2/24/2024,50966
2/25/2024,51626.7
2/26/2024,51300.1
2/27/2024,56276.59
2/28/2024,59477.4
2/29/2024,62811.98
3/1/2024,61956
3/2/2024,62007.4
3/3/2024,61634.4
3/4/2024,65266.8
3/5/2024,66860.7
3/6/2024,66940.03
3/7/2024,66700.2
3/8/2024,67349
3/9/2024,68500.1
3/10/2024,69502.4
3/11/2024,71032.14
3/12/2024,72153.1
3/13/2024,72916.99
3/14/2024,73250.1
3/15/2024,68463.1
3/16/2024,69383.1
3/17/2024,65574.2
3/18/2024,68192.3
3/19/2024,64656.7
3/20/2024,62937.22
3/21/2024,67032.3
3/22/2024,66188.4
3/23/2024,64579.8
3/24/2024,64549.8
3/25/2024,66854.2
3/26/2024,70535.4
3/27/2024,69727.6
3/28/2024,70386.48
3/29/2024,69800.1
3/30/2024,69929.6
3/31/2024,70300
4/1/2024,69612.6
4/2/2024,66502.47
4/3/2024,66187.63
4/4/2024,66061
4/5/2024,66908
4/6/2024,68029.03
4/7/2024,69353
4/8/2024,70706.28
4/9/2024,70416.69
4/10/2024,69316.2
4/11/2024,70744.01
4/12/2024,70776.76
4/13/2024,67463.15
4/14/2024,64496.17
4/15/2024,66337.33
4/16/2024,63543.11
4/17/2024,63301.88
4/18/2024,61197
4/19/2024,64577.77
4/20/2024,63987.85
4/21/2024,65176.75
4/22/2024,66016.4
4/23/2024,66135
4/24/2024,66673.5
4/25/2024,64008
4/26/2024,64279.9
4/27/2024,62934.23
4/28/2024,63881
4/29/2024,62396.4
4/30/2024,63143.56
5/1/2024,57435.59
5/2/2024,57632.1
5/3/2024,59183
