dates,price
12/19/2019,7159.13
12/20/2019,7125.53
12/21/2019,7169.93
12/22/2019,7140.1
12/23/2019,7620.6
12/24/2019,7305.79
12/25/2019,7231.64
12/26/2019,7172.24
12/27/2019,7232.18
12/28/2019,7288.52
12/29/2019,7294.5
12/30/2019,7339
12/31/2019,7209.73
1/1/2020,7196.98
1/2/2020,7095.82
1/3/2020,6949.76
1/4/2020,7323.6
1/5/2020,7470.3
1/6/2020,7539.2
1/7/2020,7894.8
1/8/2020,8300
1/9/2020,7950.72
1/10/2020,7805.85
1/11/2020,8158.61
1/12/2020,8078
1/13/2020,8100.1
1/14/2020,8460
1/15/2020,8718.74
1/16/2020,8625.1
1/17/2020,8772.06
1/18/2020,8912.5
1/19/2020,9142.1
1/20/2020,8651.7
1/21/2020,8653.15
1/22/2020,8706.2
1/23/2020,8561.97
1/24/2020,8310.6
1/25/2020,8301.19
1/26/2020,8333
1/27/2020,8647.68
1/28/2020,9089.9
1/29/2020,9336.99
1/30/2020,9282.44
1/31/2020,9425.01
2/1/2020,9416.29
2/2/2020,9256.2
2/3/2020,9370.32
2/4/2020,9266.35
2/5/2020,9203.3
2/6/2020,9638.2
2/7/2020,9752.6
2/8/2020,9701.8
2/9/2020,10051.51
2/10/2020,10083.49
2/11/2020,9722.4
2/12/2020,10303.54
2/13/2020,10409.43
2/14/2020,10261.21
2/15/2020,10281.89
2/16/2020,9997.06
2/17/2020,9808.6
2/18/2020,9733.51
2/19/2020,10165.31
2/20/2020,9566.41
2/21/2020,9719.5
2/22/2020,9675.4
2/23/2020,9807.2
2/24/2020,9771.1
2/25/2020,9580.6
2/26/2020,9158.7
2/27/2020,8732.5
2/28/2020,8845
2/29/2020,8725.9
3/1/2020,8615
3/2/2020,8642.3
3/3/2020,8868.5
3/4/2020,8786.4
3/5/2020,8910.7
3/6/2020,9050.3
3/7/2020,9113.7
3/8/2020,8758.82
3/9/2020,8075.55
3/10/2020,7907.25
3/11/2020,7923.94
3/12/2020,7662.92
3/13/2020,5362.37
3/14/2020,5612.4
3/15/2020,5213.4
3/16/2020,5264.64
3/17/2020,5358.7
3/18/2020,5413
3/19/2020,5302
3/20/2020,6166.85
3/21/2020,6269.14
3/22/2020,6356.12
3/23/2020,5961.76
3/24/2020,6549.82
3/25/2020,6569.52
3/26/2020,6735.5
3/27/2020,6792.71
3/28/2020,6119
3/29/2020,6215.08
3/30/2020,6013.95
3/31/2020,6446.1
4/1/2020,6378.97
4/2/2020,6603.02
4/3/2020,6781.53
4/4/2020,6704.99
4/5/2020,6803.8
4/6/2020,6852.01
4/7/2020,7333
4/8/2020,7351.79
4/9/2020,7292.47
4/10/2020,7185.8
4/11/2020,6921.55
4/12/2020,6820.26
4/13/2020,6688.56
4/14/2020,6895.1
4/15/2020,6913.1
4/16/2020,6658
4/17/2020,7095.31
4/18/2020,7101.32
4/19/2020,7241.71
4/20/2020,7177.68
4/21/2020,6871.49
4/22/2020,6872.48
4/23/2020,7120.74
4/24/2020,7529.05
4/25/2020,7517.51
4/26/2020,7579.26
4/27/2020,7742.32
4/28/2020,7712.46
4/29/2020,7821.73
4/30/2020,9292.88
5/1/2020,8677.41
5/2/2020,8845.56
5/3/2020,9146.13
5/4/2020,8732.36
5/5/2020,8863.24
5/6/2020,8981.89
5/7/2020,9289
5/8/2020,9923.3
5/9/2020,9870.18
5/10/2020,8630.9
5/11/2020,8702.88
5/12/2020,8718.77
5/13/2020,8916.12
5/14/2020,9355
5/15/2020,9474.16
5/16/2020,9407.18
5/17/2020,9550.17
5/18/2020,9860.8
5/19/2020,9519.07
5/20/2020,9720.72
5/21/2020,9483.37
5/22/2020,8985.1
5/23/2020,9294.66
5/24/2020,9193.21
5/25/2020,8781.61
5/26/2020,8903.5
5/27/2020,8841.129
5/28/2020,9175.2
5/29/2020,9515.87
5/30/2020,9392.71
5/31/2020,9586.75
6/1/2020,9550
6/2/2020,10107.997
6/3/2020,9486.63
6/4/2020,9671.51
6/5/2020,9797.29
6/6/2020,9624.99
6/7/2020,9686.04
6/8/2020,9724.72
6/9/2020,9685.97
6/10/2020,9759.31
6/11/2020,9890.7
6/12/2020,9353.04
6/13/2020,9407.21
6/14/2020,9436.3
6/15/2020,9150.05
6/16/2020,9571
6/17/2020,9458.46
6/18/2020,9421.23
6/19/2020,9263.4
6/20/2020,9324.94
6/21/2020,9366.08
6/22/2020,9397.7
6/23/2020,9650
6/24/2020,9642.17
6/25/2020,9084.35
6/26/2020,9234.91
6/27/2020,9156.1
6/28/2020,8981.691
6/29/2020,9088.66
6/30/2020,9160.54
7/1/2020,9137.32
7/2/2020,9235.09
7/3/2020,9091.75
7/4/2020,9083.29
7/5/2020,9129.02
7/6/2020,9089.56
7/7/2020,9295.61
7/8/2020,9310.83
7/9/2020,9382.9
7/10/2020,9211
7/11/2020,9280.3
7/12/2020,9275.36
7/13/2020,9270
7/14/2020,9229.7
7/15/2020,9231.94
7/16/2020,9194.19
7/17/2020,9111.99
7/18/2020,9135.19
7/19/2020,9152.72
7/20/2020,9188.05
7/21/2020,9178.93
7/22/2020,9365.01
7/23/2020,9521.1
7/24/2020,9565.68
7/25/2020,9584.04
7/26/2020,9680.41
7/27/2020,10265.78
7/28/2020,10991
7/29/2020,10984.18
7/30/2020,11000
7/31/2020,10992.56
8/1/2020,11369.1
8/2/2020,12000
8/3/2020,11139.69
8/4/2020,11260.32
8/5/2020,11240.08
8/6/2020,11649.664
8/7/2020,11841.2
8/8/2020,11539.42
8/9/2020,11732.67
8/10/2020,12036.03
8/11/2020,11849.36
8/12/2020,11381.02
8/13/2020,11566.27
8/14/2020,11741.1
8/15/2020,11902.42
8/16/2020,11933.97
8/17/2020,11846.84
8/18/2020,12311.37
8/19/2020,11842.39
8/20/2020,11705.28
8/21/2020,11867.8
8/22/2020,11481
8/23/2020,11605.1
8/24/2020,11700
8/25/2020,11682
8/26/2020,11372.54
8/27/2020,11385.76
8/28/2020,11397.95
8/29/2020,11504.73
8/30/2020,11615.54
8/31/2020,11710
9/1/2020,11695.89
9/2/2020,11837.02
9/3/2020,11365.72
9/4/2020,10271.13
9/5/2020,10443.38
9/6/2020,10167.02
9/7/2020,10206.24
9/8/2020,10310.56
9/9/2020,10023.31
9/10/2020,10377.1
9/11/2020,10217.92
9/12/2020,10359.927
9/13/2020,10563.78
9/14/2020,10345.22
9/15/2020,10773
9/16/2020,10780.65
9/17/2020,10869.07
9/18/2020,10926.5
9/19/2020,10982.04
9/20/2020,10948.99
9/21/2020,10961.55
9/22/2020,10447.1
9/23/2020,10482.52
9/24/2020,10299.1
9/25/2020,10665.96
9/26/2020,10708.06
9/27/2020,10786.75
9/28/2020,10910
9/29/2020,10685.8
9/30/2020,10744.58
10/1/2020,10801.03
10/2/2020,10649.91
10/3/2020,10552.31
10/4/2020,10551.14
10/5/2020,10689
10/6/2020,10764.15
10/7/2020,10575.77
10/8/2020,10645.61
10/9/2020,10891.44
10/10/2020,11411.89
10/11/2020,11335.65
10/12/2020,11389.04
10/13/2020,11463.19
10/14/2020,11397.19
10/15/2020,11384.36
10/16/2020,11516.91
10/17/2020,11371.89
10/18/2020,11379.3
10/19/2020,11423
10/20/2020,11749.98
10/21/2020,12200.36
10/22/2020,12733.02
10/23/2020,12978
10/24/2020,12983.84
10/25/2020,13308.47
10/26/2020,13103
10/27/2020,13095.79
10/28/2020,13789.39
10/29/2020,13280
10/30/2020,13443.21
10/31/2020,13493.37
11/1/2020,13701.38
11/2/2020,13710.87
11/3/2020,13403.77
11/4/2020,13899.95
11/5/2020,14318
11/6/2020,15461.2
11/7/2020,15566.01
11/8/2020,14985
11/9/2020,15459.15
11/10/2020,15350
11/11/2020,15418.14
11/12/2020,15661.23
11/13/2020,16439.23
11/14/2020,16195.14
11/15/2020,15948.12
11/16/2020,16020
11/17/2020,16567
11/18/2020,18024
11/19/2020,17935.44
11/20/2020,17961.26
11/21/2020,18653
11/22/2020,18555.41
11/23/2020,18376.82
11/24/2020,18367.68
11/25/2020,18826.14
11/26/2020,17940.78
11/27/2020,17142.661
11/28/2020,17004.7
11/29/2020,17877.64
11/30/2020,18607.41
12/1/2020,19406.57
12/2/2020,18640
12/3/2020,19099.19
12/4/2020,19178.09
12/5/2020,18826.65
12/6/2020,19185.69
12/7/2020,19282.78
12/8/2020,19150.93
12/9/2020,18293.68
12/10/2020,18410.68
12/11/2020,17996.06
12/12/2020,18286.7
12/13/2020,18800
12/14/2020,19262.64
12/15/2020,19496
12/16/2020,19357.72
12/17/2020,21761.94
12/18/2020,22824.06
12/19/2020,23126.38
12/20/2020,23370.01
12/21/2020,23958.28
12/22/2020,22853.63
12/23/2020,23691.59
12/24/2020,22889.51
12/25/2020,23463.93
12/26/2020,24899.73
12/27/2020,26555.48
12/28/2020,27256.24
12/29/2020,26410.16
12/30/2020,28025.37
12/31/2020,28978
1/1/2021,29338.1
1/2/2021,29440.01
1/3/2021,32613.67
1/4/2021,33590.85
1/5/2021,31188.58
1/6/2021,34139
1/7/2021,37560.25
1/8/2021,38414.82
1/9/2021,40252.21
1/10/2021,40375
1/11/2021,35491
1/12/2021,35004.23
1/13/2021,33799.18
1/14/2021,37055.46
1/15/2021,38707
1/16/2021,36486
1/17/2021,36191.06
1/18/2021,35092.98
1/19/2021,36485.43
1/20/2021,35057.65
1/21/2021,34588.9
1/22/2021,30981.59
1/23/2021,32385.54
1/24/2021,32489.59
1/25/2021,33571.99
1/26/2021,31538.99
1/27/2021,31836.59
1/28/2021,31496.2
1/29/2021,33827.15
1/30/2021,33271.18
1/31/2021,33959.55
2/1/2021,33590.7
2/2/2021,33586.68
2/3/2021,36409.97
2/4/2021,37529.81
2/5/2021,37385
2/6/2021,39382.02
2/7/2021,38869.71
2/8/2021,38119.42
2/9/2021,46653.78
2/10/2021,46280.55
2/11/2021,45479.3
2/12/2021,47585.54
2/13/2021,47940
2/14/2021,47345.81
2/15/2021,47147.72
2/16/2021,49574.86
2/17/2021,49656
2/18/2021,52050.86
2/19/2021,51213.7
2/20/2021,55741.87
2/21/2021,56543.92
2/22/2021,55922.98
2/23/2021,51844.07
2/24/2021,50929.46
2/25/2021,50247.59
2/26/2021,47351.32
2/27/2021,47424.02
2/28/2021,44677.9
3/1/2021,46387.8
3/2/2021,49014.4
3/3/2021,48736.04
3/4/2021,49559.55
3/5/2021,47360
3/6/2021,48648
3/7/2021,49590.37
3/8/2021,50635.7
3/9/2021,53910.49
3/10/2021,53459.96
3/11/2021,55974.3
3/12/2021,57105.64
3/13/2021,56682.67
3/14/2021,61350.44
3/15/2021,60327
3/16/2021,54222.33
3/17/2021,55531.61
3/18/2021,58715
3/19/2021,57794.25
3/20/2021,58373.212
3/21/2021,57693
3/22/2021,57556.15
3/23/2021,54702.55
3/24/2021,54342.42
3/25/2021,52109.27
3/26/2021,52428.61
3/27/2021,54802.65
3/28/2021,56062.42
3/29/2021,55355.61
3/30/2021,57106.97
3/31/2021,58651.51
4/1/2021,59138.56
4/2/2021,59821.69
4/3/2021,59245.25
4/4/2021,57545.01
4/5/2021,57491.13
4/6/2021,58611.25
4/7/2021,57913.24
4/8/2021,56543.51
4/9/2021,57998.57
4/10/2021,59249
4/11/2021,60244.75
4/12/2021,60340.63
4/13/2021,60350
4/14/2021,63786.45
4/15/2021,63074.28
4/16/2021,63001.2
4/17/2021,62433.93
4/18/2021,55428.5
4/19/2021,57167.15
4/20/2021,54594.98
4/21/2021,55262.3
4/22/2021,53483.56
4/23/2021,50317.01
4/24/2021,50179.02
4/25/2021,49693.41
4/26/2021,52450
4/27/2021,53538.41
4/28/2021,54860
4/29/2021,54321.53
4/30/2021,53745.69
5/1/2021,58264.21
5/2/2021,56519.69
5/3/2021,57931.301
5/4/2021,55484.22
5/5/2021,54806.7
5/6/2021,56853.61
5/7/2021,55724.8
5/8/2021,58188.84
5/9/2021,58673.38
5/10/2021,59427.41
5/11/2021,55166.42
5/12/2021,57834.61
5/13/2021,50481
5/14/2021,49227.09
5/15/2021,49670.25
5/16/2021,48555
5/17/2021,42888.16
5/18/2021,44782.89
5/19/2021,40595
5/20/2021,38394.82
5/21/2021,40758.61
5/22/2021,36932.09
5/23/2021,37471.27
5/24/2021,35333.66
5/25/2021,38374.07
5/26/2021,39577.29
5/27/2021,37691.56
5/28/2021,38254.34
5/29/2021,36467.16
5/30/2021,34733
5/31/2021,34523.6
6/1/2021,36707.5
6/2/2021,36472.02
6/3/2021,37653.17
6/4/2021,37965.18
6/5/2021,37439.79
6/6/2021,36019.66
6/7/2021,36396.12
6/8/2021,32847.19
6/9/2021,32891.06
6/10/2021,36985.35
6/11/2021,36776.01
6/12/2021,35595.47
6/13/2021,34861.87
6/14/2021,38986.21
6/15/2021,40430.01
6/16/2021,40024.77
6/17/2021,38880.64
6/18/2021,37942.82
6/19/2021,35139.99
6/20/2021,35587
6/21/2021,34800
6/22/2021,33026.43
6/23/2021,33991.02
6/24/2021,32633
6/25/2021,35065.93
6/26/2021,31984.95
6/27/2021,33158.02
6/28/2021,34400
6/29/2021,34579.2
6/30/2021,35117.53
7/1/2021,34160
7/2/2021,32912.31
7/3/2021,33521.99
7/4/2021,34667.435
7/5/2021,34363.72
7/6/2021,33938.45
7/7/2021,34460.01
7/8/2021,33322.77
7/9/2021,32942.64
7/10/2021,33805.06
7/11/2021,33460.4
7/12/2021,34457.25
7/13/2021,33083.9
7/14/2021,31834
7/15/2021,32643.24
7/16/2021,31918.11
7/17/2021,31349.73
7/18/2021,32174.05
7/19/2021,31551.48
7/20/2021,29609.9
7/21/2021,29839.81
7/22/2021,31937.59
7/23/2021,32594.76
7/24/2021,33676
7/25/2021,34192.29
7/26/2021,38287.14
7/27/2021,36852.92
7/28/2021,39863
7/29/2021,39638.6
7/30/2021,39981.84
7/31/2021,41835.61
8/1/2021,42391
8/2/2021,39797.28
8/3/2021,38658.2
8/4/2021,37979
8/5/2021,39425.03
8/6/2021,40232.44
8/7/2021,43716
8/8/2021,44296
8/9/2021,43523.56
8/10/2021,45703.3
8/11/2021,45587.39
8/12/2021,45946.48
8/13/2021,45179.82
8/14/2021,47571.31
8/15/2021,46894
8/16/2021,47384.13
8/17/2021,46438.87
8/18/2021,45073.32
8/19/2021,44058.12
8/20/2021,47048.19
8/21/2021,48854.99
8/22/2021,48825.76
8/23/2021,50299.96
8/24/2021,49360.56
8/25/2021,47994.89
8/26/2021,47929.29
8/27/2021,46830.49
8/28/2021,48890.93
8/29/2021,48252.94
8/30/2021,47996.61
8/31/2021,47174.06
9/1/2021,47050.96
9/2/2021,49579.49
9/3/2021,49508.79
9/4/2021,50303.7
9/5/2021,49699.19
9/6/2021,51629.95
9/7/2021,52673.09
9/8/2021,46480.2
9/9/2021,46004.57
9/10/2021,46727.07
9/11/2021,45194.03
9/12/2021,45333.29
9/13/2021,44620.08
9/14/2021,45200.23
9/15/2021,47096.02
9/16/2021,47621.75
9/17/2021,47914.09
9/18/2021,47944.8
9/19/2021,47861.37
9/20/2021,45582
9/21/2021,42679
9/22/2021,42068.92
9/23/2021,44100
9/24/2021,44309
9/25/2021,42639.99
9/26/2021,42238.85
9/27/2021,44058.89
9/28/2021,42570.17
9/29/2021,42202.69
9/30/2021,43631
10/1/2021,43642.36
10/2/2021,47549
10/3/2021,47928.93
10/4/2021,47490.43
10/5/2021,49320.15
10/6/2021,51550.01
10/7/2021,54824.26
10/8/2021,53824.83
10/9/2021,54579.71
10/10/2021,55027.41
10/11/2021,56494
10/12/2021,56730.54
10/13/2021,56289.82
10/14/2021,58069.86
10/15/2021,59430.399
10/16/2021,61649.65
10/17/2021,61122.73
10/18/2021,62107.88
10/19/2021,62599
10/20/2021,63865.84
10/21/2021,65068.15
10/22/2021,63256.35
10/23/2021,61232.61
10/24/2021,61235.54
10/25/2021,62092.83
10/26/2021,62756.17
10/27/2021,60711.44
10/28/2021,58889.09
10/29/2021,61669.9
10/30/2021,61691.85
10/31/2021,61732.95
11/1/2021,59953.78
11/2/2021,61142.46
11/3/2021,63265.23
11/4/2021,62458.47
11/5/2021,62246.59
11/6/2021,61140
11/7/2021,62200.44
11/8/2021,65234.86
11/9/2021,68523.94
11/10/2021,66485.61
11/11/2021,64782.01
11/12/2021,64855.16
11/13/2021,63800.76
11/14/2021,64657.79
11/15/2021,65745.61
11/16/2021,60920
11/17/2021,59070.35
11/18/2021,59881.93
11/19/2021,55929.01
11/20/2021,58575.3
11/21/2021,58731.31
11/22/2021,57431.01
11/23/2021,56959.19
11/24/2021,56420
11/25/2021,57772
11/26/2021,57948.42
11/27/2021,54390.71
11/28/2021,54175.98
11/29/2021,57417.31
11/30/2021,57149.33
12/1/2021,57411.7
12/2/2021,56351.22
12/3/2021,56368.16
12/4/2021,52037.29
12/5/2021,49259.38
12/6/2021,49126.35
12/7/2021,51014.14
12/8/2021,50147.11
12/9/2021,49560.1
12/10/2021,48393.17
12/11/2021,48332.19
12/12/2021,49330
12/13/2021,48897
12/14/2021,46977.8
12/15/2021,48286.34
12/16/2021,48834.39
12/17/2021,47780.06
12/18/2021,46317.37
12/19/2021,47737.75
12/20/2021,46704.25
12/21/2021,47948.98
12/22/2021,49273.19
12/23/2021,48543.98
12/24/2021,51062.95
12/25/2021,50874.08
12/26/2021,49715.78
12/27/2021,51032.83
12/28/2021,49834
12/29/2021,48007.23
12/30/2021,46512
12/31/2021,47207.63
1/1/2022,46804
1/2/2022,47338.81
1/3/2022,46805.4084
1/4/2022,46319.99
1/5/2022,46448
1/6/2022,42832.08
1/7/2022,41798.69
1/8/2022,41807.55
1/9/2022,41846.65
1/10/2022,41979.61
1/11/2022,42295.73
1/12/2022,42618.57
1/13/2022,43528.18
1/14/2022,42658.33
1/15/2022,42954.37
1/16/2022,43008.58
1/17/2022,42660.87
1/18/2022,42058.47
1/19/2022,41728.6398
1/20/2022,41935.78
1/21/2022,38462.48
1/22/2022,36354.41
1/23/2022,35069.3
1/24/2022,35359.78
1/25/2022,36443.39
1/26/2022,37425.7
1/27/2022,35777.14
1/28/2022,37388
1/29/2022,37760.75
1/30/2022,37943.86
1/31/2022,37065
2/1/2022,38625
2/2/2022,38579.23
2/3/2022,36839.63
2/4/2022,37335.11
2/5/2022,41475.7
2/6/2022,41472.37
2/7/2022,42854.33
2/8/2022,44225.57
2/9/2022,43383
2/10/2022,43821.42
2/11/2022,43372.59
2/12/2022,42316.97
2/13/2022,42243.08
2/14/2022,41930.36
2/15/2022,43599.52
2/16/2022,44012.22
2/17/2022,43604.66
2/18/2022,40725.16
2/19/2022,40165.77
2/20/2022,39811.74
2/21/2022,38937.31
2/22/2022,36599.36
2/23/2022,37804
2/24/2022,34966.87
2/25/2022,38943.82
2/26/2022,39415
2/27/2022,38642.19
2/28/2022,37816.19
3/1/2022,43159.33
3/2/2022,44354.3
3/3/2022,43333.32
3/4/2022,41491
3/5/2022,39070.48
3/6/2022,39340
3/7/2022,37884.18
3/8/2022,38701
3/9/2022,41217.71
3/10/2022,40790.43
3/11/2022,38735.25
3/12/2022,39104.01
3/13/2022,39197.34
3/14/2022,38155.22
3/15/2022,38767.92
3/16/2022,39138.48
3/17/2022,41036.55
3/18/2022,40554.35
3/19/2022,41817.93
3/20/2022,41972.83
3/21/2022,40848.846
3/22/2022,42256.02
3/23/2022,42088.88
3/24/2022,42743.53
3/25/2022,43950
3/26/2022,44420.29
3/27/2022,44709
3/28/2022,47016
3/29/2022,47359.81
3/30/2022,47449.05
3/31/2022,47110.99
4/1/2022,44606.6
4/2/2022,46616.1
4/3/2022,45965.11
4/4/2022,46021.29
4/5/2022,46660.31
4/6/2022,45210
4/7/2022,43290.13
4/8/2022,43607.6797
4/9/2022,42396.44
4/10/2022,42793.27
4/11/2022,42120.99
4/12/2022,39749.96
4/13/2022,40068.98
4/14/2022,41323.97
4/15/2022,40195.82
4/16/2022,40446.61
4/17/2022,40235.06
4/18/2022,39821.8
4/19/2022,40701.58
4/20/2022,41407.08
4/21/2022,41708.59
4/22/2022,40506.99
4/23/2022,39492
4/24/2022,39789.07
4/25/2022,39263.31
4/26/2022,40550
4/27/2022,38350.07
4/28/2022,39356.18
4/29/2022,39524.71
4/30/2022,38662.04
5/1/2022,38057.16
5/2/2022,38677.09
5/3/2022,38502.37
5/4/2022,38000.24
5/5/2022,39725.33
5/6/2022,36443.49
5/7/2022,35800.93
5/8/2022,34461.9
5/9/2022,33556.09
5/10/2022,30638.98
5/11/2022,31196.22
5/12/2022,28429
5/13/2022,30502.18
5/14/2022,29513.47
5/15/2022,29685.11
5/16/2022,30290.91
5/17/2022,30320.09
5/18/2022,29795.99
5/19/2022,29162.31
5/20/2022,30135.34
5/21/2022,29222.24
5/22/2022,29322.79
5/23/2022,30133.27
5/24/2022,29275.11
5/25/2022,30174.02
5/26/2022,29827.171
5/27/2022,28982.3
5/28/2022,28788.46
5/29/2022,28957.09
5/30/2022,30368.664
5/31/2022,31768
6/1/2022,31615
6/2/2022,29775
6/3/2022,30504.07
6/4/2022,29528.87
6/5/2022,29747.19
6/6/2022,31285
6/7/2022,29573.977
6/8/2022,30034
6/9/2022,30276.25
6/10/2022,30093.96
6/11/2022,29251.58
6/12/2022,27591
6/13/2022,25548.655
6/14/2022,22096.67
6/15/2022,21414.38
6/16/2022,22183.92
6/17/2022,20352.35
6/18/2022,20426.83
6/19/2022,18281.9
6/20/2022,19953.89
6/21/2022,20590.24
6/22/2022,20290.41
6/23/2022,20195.78
6/24/2022,21056.11
6/25/2022,21286.88
6/26/2022,21412.65
6/27/2022,21164.46
6/28/2022,20717.35
6/29/2022,20256.26
6/30/2022,20050.2
7/1/2022,19719.266
7/2/2022,19104.38
7/3/2022,19240.7
7/4/2022,19081.1
7/5/2022,20288.73
7/6/2022,19930.52
7/7/2022,20474
7/8/2022,22111
7/9/2022,21603
7/10/2022,21286.06
7/11/2022,20517.6
7/12/2022,19917
7/13/2022,19451.85
7/14/2022,20206.48
7/15/2022,20599.22
7/16/2022,20734
7/17/2022,21318.15
7/18/2022,21275.35
7/19/2022,21899.45
7/20/2022,23441.25
7/21/2022,22775
7/22/2022,22910.51
7/23/2022,22815.36
7/24/2022,22335.93
7/25/2022,21869
7/26/2022,21139
7/27/2022,21076.42
7/28/2022,23136.6
7/29/2022,23920
7/30/2022,23814.4
7/31/2022,23750.53
8/1/2022,23385.25
8/2/2022,22855
8/3/2022,22870.42
8/4/2022,23100.67
8/5/2022,23175.34
8/6/2022,23174.65
8/7/2022,22988.3039
8/8/2022,23306.0747
8/9/2022,23836.19
8/10/2022,22869.19
8/11/2022,24344.5
8/12/2022,24026.28
8/13/2022,24811.21
8/14/2022,24580.39
8/15/2022,24870.43
8/16/2022,24089.89
8/17/2022,24009.65
8/18/2022,23438.26
8/19/2022,22764.69
8/20/2022,21145
8/21/2022,21209.07
8/22/2022,21412.93
8/23/2022,21237.15
8/24/2022,21263.11
8/25/2022,21466.8
8/26/2022,21551.44
8/27/2022,20200.7
8/28/2022,20002
8/29/2022,19866.21
8/30/2022,20272.99
8/31/2022,20401.93
9/1/2022,20021.37
9/2/2022,20155.38
9/3/2022,19899.98
9/4/2022,19769
9/5/2022,19885.56
9/6/2022,19787.42
9/7/2022,18747.08
9/8/2022,19216.32
9/9/2022,19951.24
9/10/2022,21320.9
9/11/2022,21550.45
9/12/2022,21663.69
9/13/2022,22236.8
9/14/2022,20324.84
9/15/2022,20030
9/16/2022,19745.46
9/17/2022,19886.25
9/18/2022,20001.74
9/19/2022,18773.01
9/20/2022,19379.1592
9/21/2022,19034
9/22/2022,18693.98
9/23/2022,19393.51
9/24/2022,19122.82
9/25/2022,19053.69
9/26/2022,18883.5518
9/27/2022,20096.76
9/28/2022,18744.26
9/29/2022,19515
9/30/2022,19404.9598
10/1/2022,19417.54
10/2/2022,19314
10/3/2022,19170.04
10/4/2022,19604.39
10/5/2022,20194.7655
10/6/2022,20360.8935
10/7/2022,19985.93
10/8/2022,19505.17
10/9/2022,19367.58
10/10/2022,19450
10/11/2022,19040.48
10/12/2022,19047.98
10/13/2022,19087.14
10/14/2022,19816.46
10/15/2022,19205.19
10/16/2022,19121
10/17/2022,19195
10/18/2022,19549.92
10/19/2022,19283.75
10/20/2022,19041.08
10/21/2022,19050.1
10/22/2022,19151.24
10/23/2022,19200.76
10/24/2022,19392.56
10/25/2022,19343.7
10/26/2022,20257.4
10/27/2022,20760.41
10/28/2022,20295.16
10/29/2022,20774
10/30/2022,20782.54
10/31/2022,20521.06
11/1/2022,20478.98
11/2/2022,20517.67
11/3/2022,20307.37
11/4/2022,20320.76
11/5/2022,21448.42
11/6/2022,21235.85
11/7/2022,20913.51
11/8/2022,20143.05
11/9/2022,18348
11/10/2022,16484
11/11/2022,16988.6
11/12/2022,16872.56
11/13/2022,16886.61
11/14/2022,16108.51
11/15/2022,16801.49
11/16/2022,16954.47
11/17/2022,16511.08
11/18/2022,16866.3
11/19/2022,16607.5
11/20/2022,16658.71
11/21/2022,16060
11/22/2022,15829
11/23/2022,16563.22
11/24/2022,16700.55
11/25/2022,16474.04
11/26/2022,16615.12
11/27/2022,16520
11/28/2022,16170.3
11/29/2022,16277.8
11/30/2022,16837.7
12/1/2022,17152.07
12/2/2022,16906
12/3/2022,17023.16
12/4/2022,16962.71
12/5/2022,17201.35
12/6/2022,17003.57
12/7/2022,17025.47
12/8/2022,16831.45
12/9/2022,17203.9
12/10/2022,17146.04
12/11/2022,17155.1
12/12/2022,16936
12/13/2022,17153.52
12/14/2022,17790
12/15/2022,17729.75
12/16/2022,17427.6
12/17/2022,16680.65
12/18/2022,16743.13
12/19/2022,16689.15
12/20/2022,16731.73
12/21/2022,16838.92
12/22/2022,16853.92
12/23/2022,16827.81
12/24/2022,16844.8
12/25/2022,16831.21
12/26/2022,16894.03
12/27/2022,16894
12/28/2022,16644.8
12/29/2022,16548.5
12/30/2022,16593.2
12/31/2022,16543.9
1/1/2023,16522.6
1/2/2023,16657.7
1/3/2023,16686.7
1/4/2023,16855.37
1/5/2023,16824.37
1/6/2023,16832.7
1/7/2023,16952.1
1/8/2023,16941.3
1/9/2023,17198.3
1/10/2023,17204.9
1/11/2023,17416
1/12/2023,18222.68
1/13/2023,18877
1/14/2023,20959.9
1/15/2023,20728.2
1/16/2023,21085.5
1/17/2023,21124.82
1/18/2023,21260.68
1/19/2023,20745.29
1/20/2023,21092.31
1/21/2023,22550.55
1/22/2023,22761.69
1/23/2023,22667.14
1/24/2023,23087.13
1/25/2023,22648.11
1/26/2023,23138.08
1/27/2023,22777.92
1/28/2023,23122.25
1/29/2023,23200.49
1/30/2023,23678
1/31/2023,22832.39
2/1/2023,23131.59
2/2/2023,23855.48
2/3/2023,23537.76
2/4/2023,23344.74
2/5/2023,23350.3
2/6/2023,22902.06
2/7/2023,22879.21
2/8/2023,23258.32
2/9/2023,22516
2/10/2023,21831.05
2/11/2023,21680.23
2/12/2023,21784.52
2/13/2023,21813.05
2/14/2023,21714.64
2/15/2023,22106.87
2/16/2023,24716
2/17/2023,23845
2/18/2023,24615
2/19/2023,24685.88
2/20/2023,24423.17
2/21/2023,24928.06
2/22/2023,24205.87
2/23/2023,24455.19
2/24/2023,23959.17
2/25/2023,23078.12
2/26/2023,23235
2/27/2023,23556
2/28/2023,23465.51
3/1/2023,23442
3/2/2023,23500
3/3/2023,22325.91
3/4/2023,22349.98
3/5/2023,22389.75
3/6/2023,22388
3/7/2023,22460.65
3/8/2023,22146.7
3/9/2023,21767.88
3/10/2023,20052.54
3/11/2023,20498
3/12/2023,20435
3/13/2023,22324.83
3/14/2023,24518.1
3/15/2023,24831.97
3/16/2023,24321
3/17/2023,25849.55
3/18/2023,27272
3/19/2023,27203
3/20/2023,27359.05
3/21/2023,27885.18
3/22/2023,28249.98
3/23/2023,27433.54
3/24/2023,28269.26
